_id,id,created_at,date,details,name,qty,sku,type,unit,user,action,_migrated_at,_migrated_from,item_id,item_name,quantity,balance_after,reference_id,order_id
"6a89a2c63fb8c43ecce7c219","log_1786023554321_hwvz","2026-08-06T13:39:14.323Z","2026-08-22T13:23:18.491Z","'+1 packet | Manual IN entry recorded for J054","","0","","IN","pcs","Admin","Milk (দুধ) (Stock IN (+))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c21a","log_1786023735147_lexw","2026-08-06T13:42:15.157Z","2026-08-22T13:23:18.491Z","'+18 kg | Deleted wrong IN entry for SKU J055","","0","","IN","pcs","Admin","Dahi (দই / Curd) (Delete wrong IN)","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c21b","log_1786023742537_cxgi","2026-08-06T13:42:22.541Z","2026-08-22T13:23:18.491Z","'+16 kg | Deleted wrong IN entry for SKU J055","","0","","IN","pcs","Admin","Dahi (দই / Curd) (Delete wrong IN)","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c21c","log_1786023881011_2yso","2026-08-06T13:44:41.015Z","2026-08-22T13:23:18.491Z","'-16 kg | Deleted wrong OUT entry for SKU J055","","0","","IN","pcs","Admin","Dahi (দই / Curd) (Delete wrong OUT)","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c21d","log_1786023929173_csdj","2026-08-06T13:45:29.175Z","2026-08-22T13:23:18.491Z","'+4 kg | Deleted wrong IN entry for SKU J055","","0","","IN","pcs","Admin","Dahi (দই / Curd) (Delete wrong IN)","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c21e","log_1786023996037_cizn","2026-08-06T13:46:36.039Z","2026-08-22T13:23:18.491Z","'-4 kg | Manual OUT entry recorded for J055","","0","","IN","pcs","Admin","Dahi (দই / Curd) (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c21f","log_1786024009516_7a1s","2026-08-06T13:46:49.518Z","2026-08-22T13:23:18.491Z","'+1 kg | Manual IN entry recorded for J055","","0","","IN","pcs","Admin","Dahi (দই / Curd) (Stock IN (+))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c220","log_1786024019739_tyvp","2026-08-06T13:46:59.743Z","2026-08-22T13:23:18.491Z","'+1 kg | Deleted wrong IN entry for SKU J055","","0","","IN","pcs","Admin","Dahi (দই / Curd) (Delete wrong IN)","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c221","log_1786024035499_zzl1","2026-08-06T13:47:15.502Z","2026-08-22T13:23:18.491Z","'+2 kg | Manual IN entry recorded for J055","","0","","IN","pcs","Admin","Dahi (দই / Curd) (Stock IN (+))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c222","log_1786029361253_gd4u","2026-08-06T15:16:01.256Z","2026-08-22T13:23:18.491Z","'-1 packet | Manual OUT entry recorded for J108","","0","","IN","pcs","Admin","Tissue Paper (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c223","log_1786029411089_pzx1","2026-08-06T15:16:51.092Z","2026-08-22T13:23:18.491Z","'-50 pcs | Manual OUT entry recorded for J104","","0","","IN","pcs","Admin","1000ml Container (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
